ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC30500901,1259,62,18,6,0,0,0,5,0,1346,3,3,0,0,0,0,0,0,0,10,65,0,0,3,0,0,0,3,0,72,3055,81,24,24,3,3,0,30,9,3196,623,11,0,12,0,0,0,19,0,656,1204,4,0,3,0,0,0,9,3,1220,1174,32,15,0,0,0,0,3,0,1231,66,0,5,0,0,0,0,0,0,71,199,7,0,0,0,0,0,0,0,214,15,10,4,0,0,0,0,0,0,28,26,10,0,0,0,0,0,0,0,36,9,4,0,0,0,0,0,0,0,15,1490,63,30,6,0,0,0,5,0,1590,4,3,0,0,0,0,0,0,0,14,72,0,0,3,0,0,0,3,0,79,3406,87,31,24,3,3,0,30,9,3556
ILOC30500902,204,0,11,7,0,0,3,10,0,228,3,0,0,0,0,0,0,3,0,8,33,0,0,0,0,0,0,0,0,33,980,4,11,21,0,14,3,41,3,1038,537,3,0,14,0,5,0,17,0,558,290,3,0,0,0,3,3,5,0,296,129,0,11,0,0,0,0,0,0,138,6,0,3,0,0,0,0,0,0,10,102,0,0,0,0,0,0,0,0,110,10,0,3,0,0,0,0,0,0,17,18,0,0,8,0,0,0,8,0,29,6,0,0,0,0,0,0,0,0,6,272,3,21,8,0,0,3,12,0,312,7,0,0,0,0,0,0,3,0,7,42,0,0,0,0,0,0,0,0,43,1143,5,24,25,0,14,3,45,3,1219
ILOC30500903,4243,1251,790,3,19,0,11,33,41,6363,67,82,3,0,0,0,0,0,6,158,417,80,47,5,3,0,0,8,33,589,17016,1729,1020,55,24,7,22,108,111,19985,5827,203,102,50,7,3,3,59,21,6212,7006,117,80,3,0,0,7,7,13,7222,2726,755,511,0,0,0,10,16,16,4018,581,288,139,0,0,0,3,3,8,1010,1509,171,140,0,0,0,0,3,11,1833,49,114,49,0,0,0,0,0,0,217,146,28,24,3,20,0,0,21,12,236,99,21,14,0,0,0,0,0,3,131,5104,1379,877,3,21,0,17,44,45,7456,72,84,6,0,0,0,0,0,7,167,457,93,55,5,3,0,0,12,40,655,18470,1877,1119,62,28,7,28,119,116,21705
ILOC30500904,1039,51,59,18,17,9,3,42,9,1196,39,11,0,3,0,0,0,3,0,59,155,3,4,13,8,0,0,26,83,273,6204,98,81,126,94,32,10,253,108,6743,2418,22,9,85,56,14,0,153,8,2619,2725,9,12,8,5,10,4,25,5,2777,680,10,41,0,0,0,0,0,4,738,5,9,0,0,0,0,0,0,0,22,373,15,17,0,3,0,0,6,3,409,9,12,3,0,0,0,0,0,0,26,47,4,3,14,11,4,0,31,0,84,46,0,3,0,5,0,0,7,0,63,1173,52,62,16,19,9,3,46,13,1344,45,11,0,3,0,0,0,3,0,60,165,3,6,15,8,0,0,28,84,289,6530,97,91,125,92,32,10,264,108,7087
ILOC30500905,222,0,3,3,0,0,0,3,4,236,20,0,0,0,0,0,0,0,0,20,50,0,0,3,0,0,0,6,0,54,1751,0,3,10,0,15,3,28,6,1789,721,0,3,4,0,3,0,15,0,745,807,0,0,0,0,9,0,12,0,813,42,0,3,0,0,0,0,0,3,50,3,0,0,0,0,0,0,0,0,3,145,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,30,30,0,0,0,0,0,0,0,0,31,248,0,3,3,0,0,0,3,4,257,25,0,0,0,0,0,0,0,0,25,51,0,0,3,0,0,0,6,0,55,1845,0,5,10,0,13,3,35,6,1894
ILOC30500906,1082,246,361,8,5,0,3,23,20,1727,33,4,57,0,0,0,0,0,4,99,94,4,24,5,0,0,0,7,3,141,4181,368,612,61,8,3,3,73,37,5283,1423,78,122,39,3,0,0,42,3,1663,1666,42,60,0,0,0,0,0,8,1770,762,158,221,0,0,0,0,0,9,1156,51,41,66,0,0,0,0,0,0,159,329,29,56,3,0,0,0,5,0,415,13,31,24,0,0,0,0,0,3,69,29,3,5,6,8,0,0,12,9,64,14,7,0,0,0,0,0,0,0,21,1192,269,380,8,8,0,3,22,23,1878,34,4,57,0,0,0,0,0,4,99,101,7,28,5,0,0,0,7,3,149,4408,393,648,61,13,3,3,74,43,5568
ILOC30600101,155,0,3,0,0,0,0,0,3,159,19,0,0,0,0,0,0,0,0,19,18,0,0,5,3,0,0,8,0,23,483,0,3,10,3,3,3,21,6,511,209,0,0,5,0,3,0,12,4,226,103,0,0,0,0,0,0,0,0,104,13,0,5,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,84,38,0,0,0,0,0,0,0,0,38,179,0,5,0,0,0,0,0,3,181,23,0,0,0,0,0,0,0,0,23,19,0,0,3,3,0,0,7,0,31,532,0,5,12,3,3,6,26,6,564
ILOC30600102,30,0,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,103,0,4,0,0,0,0,0,4,118,46,0,0,0,0,0,0,0,3,48,29,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,5,8,0,3,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,40,0,10,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,7,124,0,10,0,0,0,0,0,8,141
ILOC30600103,178,3,5,4,0,0,3,8,4,198,3,0,0,0,0,0,0,0,0,5,20,0,0,3,0,0,0,3,0,32,594,3,12,12,4,0,3,16,9,635,220,0,0,4,0,0,0,3,3,231,239,0,0,3,0,0,0,3,0,245,99,0,14,0,0,0,0,0,3,118,64,0,3,0,0,0,0,0,0,68,74,0,0,0,0,0,0,3,0,80,12,0,0,0,0,0,0,0,0,12,32,3,0,0,0,0,0,4,0,33,6,0,0,0,0,0,0,0,0,13,281,3,16,4,0,0,3,6,4,314,3,0,0,0,0,0,0,0,0,9,24,0,0,3,0,0,0,6,0,33,775,3,22,14,4,0,3,21,13,835
ILOC30600201,126,0,14,3,0,0,0,3,4,154,21,0,0,0,0,0,0,0,0,21,12,0,7,0,0,0,0,0,0,22,418,0,25,10,3,3,0,13,7,468,171,0,0,10,0,0,0,9,0,181,120,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,53,3,0,4,0,0,0,0,0,0,5,77,0,9,3,0,0,0,3,0,94,16,0,0,0,0,0,0,0,0,23,166,0,24,3,0,0,0,3,4,200,25,0,0,0,0,0,0,0,0,25,12,0,9,0,0,0,0,0,0,29,495,0,32,10,3,3,0,13,7,557
ILOC30600301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,7,8,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,263,6,8,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,6,8,0,0,0,0,0,0,281
ILOC30600401,1486,143,68,17,30,12,9,60,15,1772,48,9,0,0,0,0,0,3,0,60,226,9,4,12,3,3,0,20,5,266,8564,215,104,170,100,57,24,347,52,9283,3824,49,18,133,62,25,5,225,19,4135,3183,11,11,9,10,15,9,43,9,3259,846,97,44,0,19,0,0,28,5,1014,22,9,0,0,0,0,0,0,0,33,624,40,10,3,8,4,3,17,6,697,3,0,0,0,0,0,0,0,0,4,72,0,3,12,3,4,0,22,4,104,65,4,3,0,3,3,0,3,0,74,1626,152,72,16,30,12,9,64,20,1931,49,14,0,0,0,0,0,3,0,66,239,9,4,12,3,3,0,20,9,276,8919,232,109,175,102,57,24,357,53,9666
ILOC30600402,1873,437,213,12,0,3,6,26,19,2568,23,0,19,0,0,0,0,0,0,45,152,26,16,7,0,0,0,6,4,203,6256,536,269,35,0,6,12,54,25,7143,2363,43,18,15,0,4,3,23,3,2450,1950,24,7,0,0,3,3,4,4,1991,1276,231,92,0,0,0,4,6,3,1614,125,109,26,0,0,0,0,0,3,260,580,72,53,0,0,0,3,6,3,713,19,31,27,0,0,0,0,0,0,72,55,16,19,5,3,0,0,13,3,109,27,3,4,3,0,0,0,3,0,35,2076,458,231,7,3,3,8,28,19,2809,22,0,19,0,0,0,0,0,0,43,164,33,15,4,0,0,0,5,7,221,6579,558,283,36,4,9,14,65,29,7512
ILOC30600501,922,156,83,0,0,0,4,4,16,1184,6,0,0,0,0,0,0,3,0,10,60,11,4,0,0,0,0,0,0,70,2764,189,90,0,0,0,9,13,17,3077,875,16,0,0,0,0,0,0,0,899,982,8,0,0,0,0,4,4,3,992,666,78,72,0,0,0,3,3,0,822,49,32,11,0,0,0,0,0,0,95,278,14,5,0,0,0,0,0,3,303,8,38,4,0,0,0,0,0,0,54,61,5,4,0,0,0,0,0,9,83,20,5,0,0,0,0,0,0,0,33,1094,168,102,0,0,0,4,4,16,1384,6,0,0,0,0,0,0,3,0,10,75,11,4,0,0,0,0,0,0,84,3029,206,110,0,0,0,9,13,17,3370
ILOC30600601,484,18,11,3,4,0,9,22,19,552,31,0,0,0,0,0,0,0,0,38,50,4,0,0,0,0,0,4,3,56,1779,20,16,23,12,9,18,49,47,1912,781,3,5,10,9,0,3,27,17,827,470,0,3,0,0,0,3,7,12,491,98,3,0,0,0,0,0,0,3,114,17,4,0,0,0,0,0,0,3,26,163,0,0,0,0,0,7,11,7,194,0,0,0,0,0,0,0,0,0,0,180,3,5,7,3,0,0,9,3,200,66,3,0,0,0,0,0,0,0,73,532,22,13,3,4,0,9,19,19,607,38,0,0,0,0,0,0,0,0,36,51,4,0,3,0,0,0,5,3,58,1870,27,12,25,11,10,18,56,48,2019
ILOC30600602,412,37,177,4,0,0,0,4,3,627,9,0,0,0,0,0,0,0,0,9,41,4,12,0,0,0,0,0,0,59,1357,47,206,3,0,0,0,4,7,1629,439,8,15,0,0,0,0,0,0,465,496,6,7,0,0,0,0,0,0,503,240,18,134,0,0,0,0,0,0,388,45,10,20,0,0,0,0,0,0,72,153,10,31,0,0,0,0,0,3,195,8,3,0,0,0,0,0,0,0,7,36,6,13,0,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,9,492,43,189,4,0,0,0,4,3,733,9,0,0,0,0,0,0,0,0,9,45,4,14,5,0,0,0,5,0,66,1480,56,224,9,0,0,0,9,7,1771
ILOC30600603,854,58,139,12,4,9,9,36,4,1084,21,0,3,0,0,0,0,0,0,29,103,3,14,5,3,0,0,8,0,122,3781,107,176,36,15,17,14,79,16,4162,1733,35,23,12,3,9,3,26,8,1825,1145,10,5,0,4,3,3,10,5,1173,469,36,84,0,0,0,0,0,0,596,43,8,24,0,0,0,0,0,0,73,304,14,20,3,0,3,3,8,3,344,3,3,13,0,0,0,0,0,0,19,76,3,0,13,0,4,0,14,0,94,35,0,0,3,4,0,0,10,0,51,925,60,139,20,3,9,9,36,4,1169,21,0,5,0,0,0,0,0,0,32,108,3,14,5,3,0,0,8,0,126,3928,110,188,33,14,17,14,87,16,4324
ILOC30600701,288,0,0,0,0,0,3,3,4,294,11,0,0,0,0,0,0,0,0,11,32,0,0,0,0,0,0,0,0,29,1347,0,0,4,0,3,4,12,4,1366,575,0,0,3,0,0,0,6,0,578,471,0,0,3,0,0,0,5,0,475,86,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,3,0,3,4,142,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,30,0,0,0,0,0,0,0,0,31,316,0,0,0,0,3,3,5,4,320,11,0,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,38,1406,0,0,4,0,4,4,15,4,1424
ILOC30600702,373,0,75,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,4,36,0,8,0,0,0,0,5,0,47,1244,0,91,11,0,0,5,12,7,1355,442,0,7,6,0,0,0,6,0,455,437,0,3,0,0,0,0,0,3,442,325,0,59,0,0,0,0,0,0,386,29,0,6,0,0,0,0,0,0,36,84,0,6,0,0,0,0,0,0,93,9,0,9,0,0,0,0,0,0,15,10,0,3,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,10,461,0,81,0,0,0,0,0,0,547,6,0,0,0,0,0,0,0,0,7,44,0,8,0,0,0,0,5,0,56,1393,0,99,11,0,0,5,12,3,1513
ILOC30600801,330,10,9,3,0,3,0,8,8,364,32,0,0,0,0,0,0,0,0,35,53,0,0,3,0,0,0,4,0,60,1574,13,13,21,0,3,4,27,19,1648,711,3,5,13,0,0,0,13,3,729,509,0,0,0,0,0,0,3,5,524,19,0,0,0,0,0,0,0,0,26,18,8,3,0,0,0,0,0,0,31,166,0,0,0,0,0,0,0,0,168,0,3,0,0,0,0,0,0,0,3,110,0,3,0,0,3,0,4,3,118,46,0,0,0,0,0,0,0,0,56,372,10,6,3,0,3,0,8,8,403,35,0,0,0,0,0,0,0,0,37,55,0,0,3,0,0,0,6,0,65,1681,13,14,18,0,3,4,33,19,1754
ILOC30600802,61,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,250,10,0,3,0,0,0,5,3,262,129,0,0,3,0,0,0,3,0,137,63,0,0,0,0,0,0,0,3,72,16,0,0,0,0,0,0,0,0,16,13,4,0,0,0,0,0,0,0,19,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,5,77,5,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,283,11,0,3,0,0,0,5,3,302
ILOC30600803,737,95,38,4,0,0,0,4,4,877,8,0,0,0,0,0,0,0,0,11,64,3,0,3,0,0,0,5,3,72,1953,105,42,11,0,0,0,14,14,2125,571,4,0,4,0,0,0,4,4,579,659,4,3,0,0,0,0,0,3,670,499,65,25,0,0,0,0,0,0,592,78,17,4,0,0,0,0,0,0,102,161,9,3,0,0,0,0,0,3,170,10,15,0,0,0,0,0,0,0,27,118,3,10,3,0,0,0,3,4,131,14,3,0,0,0,0,0,0,0,19,878,112,38,3,0,0,0,4,4,1044,5,0,0,0,0,0,0,0,0,13,70,3,0,3,3,0,0,7,3,80,2180,118,48,16,3,0,0,16,13,2381
ILOC30600901,232,11,33,0,0,0,0,0,0,281,4,0,0,0,0,3,0,3,0,7,31,0,3,0,0,0,0,0,0,36,981,11,39,13,0,4,0,12,3,1043,464,0,0,5,0,0,0,5,0,473,307,0,4,0,0,0,0,3,0,311,185,4,10,0,0,0,0,0,0,202,19,5,5,0,0,0,0,0,3,32,78,0,3,0,0,0,0,0,0,89,6,0,8,0,0,0,0,0,0,16,23,0,8,0,0,0,0,3,0,33,20,0,3,0,0,0,0,0,0,23,326,11,36,0,0,0,0,0,3,381,4,0,0,0,0,3,0,3,0,7,37,0,3,0,0,0,0,0,0,41,1137,11,47,13,0,5,0,14,3,1215
ILOC30601001,308,34,23,0,0,0,3,3,0,376,19,0,0,0,0,0,0,0,0,21,50,3,3,0,0,0,0,0,0,56,1278,40,31,16,0,0,11,30,14,1387,547,0,0,10,0,0,4,14,9,580,435,0,0,0,0,0,6,9,3,445,147,3,13,0,0,0,0,0,0,164,44,10,11,0,0,0,0,0,0,68,116,3,3,0,0,0,3,4,0,130,3,10,0,0,0,0,0,0,0,15,87,5,9,0,0,0,0,0,0,98,28,3,0,0,0,0,0,0,0,32,421,41,28,0,0,0,3,3,0,498,23,0,0,0,0,0,0,0,0,25,61,0,3,0,0,0,0,0,0,69,1484,48,38,18,0,0,11,31,14,1611
ILOC30601101,886,49,80,20,3,4,8,33,9,1052,40,0,0,0,0,0,0,0,0,39,154,3,3,8,0,0,3,8,0,171,4719,51,84,62,11,22,17,107,25,4983,2241,0,3,32,9,11,4,56,6,2302,1544,3,0,4,0,10,7,20,10,1569,472,27,37,0,0,0,0,0,3,539,26,19,15,0,0,0,0,0,0,51,373,4,6,0,0,4,7,11,4,396,0,0,16,0,0,0,0,0,0,16,62,3,7,19,0,0,0,23,3,97,51,4,4,0,0,0,0,5,0,58,988,47,83,22,3,4,9,33,13,1165,36,0,0,0,0,0,0,0,0,39,161,4,3,8,0,0,3,8,0,181,4974,59,87,62,16,22,17,111,24,5254
ILOC30601201,94,3,4,0,0,0,5,7,6,102,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,23,434,0,4,7,0,0,6,13,12,469,264,3,0,4,0,0,3,9,7,280,111,0,0,0,0,0,0,0,3,117,4,0,0,0,0,0,0,0,0,4,59,10,0,0,0,0,0,0,0,71,60,0,0,0,0,0,3,3,3,66,6,3,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,3,41,18,0,0,0,0,0,0,0,0,20,186,14,4,0,0,0,5,7,6,211,6,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,28,598,15,4,7,0,0,7,16,15,647
ILOC30601301,1220,157,223,4,0,0,4,13,10,1617,43,0,0,0,0,0,0,0,0,46,112,10,11,3,0,0,0,3,0,141,4529,197,265,43,0,6,8,57,18,5067,1738,19,22,33,0,5,0,39,4,1816,1482,19,6,3,0,0,3,3,6,1518,871,130,161,0,0,0,0,0,3,1162,51,27,35,0,0,0,0,0,0,116,324,8,16,0,0,0,3,3,3,352,18,3,12,0,0,0,0,0,0,29,53,4,10,5,0,0,3,3,0,71,33,0,3,0,0,0,3,3,3,46,1356,168,234,3,0,0,4,13,11,1779,43,0,0,0,0,0,0,0,0,46,120,10,11,3,0,0,0,6,0,147,4735,212,278,43,3,5,8,59,17,5305
ILOC30601302,346,37,17,0,0,5,3,9,4,412,7,0,0,0,0,0,0,0,0,14,54,3,0,0,0,0,0,4,0,66,1722,45,18,16,4,15,7,45,13,1849,869,3,0,16,0,7,4,23,7,904,501,4,0,3,0,3,0,11,3,513,160,21,8,0,0,0,0,0,3,200,14,0,0,0,0,0,0,0,0,22,136,0,3,0,0,5,3,11,0,152,4,14,0,0,0,0,0,0,0,17,38,0,0,0,0,0,0,0,0,41,23,3,0,0,0,0,0,0,3,32,382,34,19,3,0,5,3,10,4,455,8,0,0,0,0,0,0,0,0,9,63,3,0,0,0,0,0,4,0,65,1818,45,20,23,4,15,7,51,13,1955
ILOC30601401,1237,351,97,3,7,0,0,14,18,1713,22,36,0,0,0,0,0,0,0,52,103,33,3,0,0,0,0,3,0,143,4292,551,110,18,7,8,4,33,29,5010,1668,102,12,12,0,4,0,15,3,1800,1359,33,4,0,0,0,3,4,7,1407,954,250,61,0,0,0,0,3,9,1286,50,56,3,0,0,0,0,0,0,108,345,55,28,0,0,0,3,3,6,429,14,17,9,0,0,0,0,0,0,36,37,4,3,7,0,0,0,10,3,62,18,3,0,0,0,0,0,0,0,22,1424,381,105,7,7,0,3,16,18,1942,23,36,0,0,0,0,0,0,0,55,115,32,6,3,0,0,0,3,0,159,4582,585,120,20,7,8,3,38,30,5355
ILOC30601402,542,12,23,15,5,0,0,18,12,602,28,0,0,0,0,0,0,0,0,28,102,0,4,3,0,0,0,3,3,111,3406,9,26,35,18,3,6,54,34,3530,1614,0,0,16,9,4,3,28,13,1654,1224,0,0,4,0,3,0,4,9,1236,198,4,7,0,0,0,0,0,3,212,7,3,0,0,0,0,0,0,0,10,263,0,4,0,3,0,0,4,7,272,6,0,8,0,0,0,0,0,0,16,67,0,4,10,3,0,0,13,3,92,57,0,0,0,0,0,0,0,0,56,595,12,26,18,5,0,3,22,10,661,31,0,0,0,0,0,0,0,0,30,108,0,4,3,0,0,0,3,3,120,3564,15,27,32,18,3,8,58,34,3707
ILOC30601501,7719,3599,1581,17,3,0,31,56,96,13043,100,276,82,0,0,0,0,0,9,477,590,234,87,0,0,0,3,3,99,1006,28513,5877,2330,57,11,3,82,156,260,37135,10074,1186,397,43,3,0,18,73,28,11753,10515,599,191,0,3,0,31,33,33,11368,5692,2665,1193,3,0,0,21,26,51,9622,562,484,173,0,0,0,3,3,7,1226,1976,486,205,0,0,0,9,10,18,2694,71,81,50,0,0,0,0,0,3,210,283,69,39,13,3,0,0,21,12,424,96,42,13,0,0,0,0,0,0,157,8673,3822,1675,20,3,0,36,56,99,14329,106,278,84,0,0,0,0,0,9,479,630,246,90,0,0,0,4,3,99,1066,30001,6125,2438,62,11,3,91,167,264,39001
ILOC30601601,822,86,10,3,0,0,0,4,3,929,28,28,0,0,0,0,0,0,0,57,89,8,0,0,0,0,0,3,5,111,5198,211,12,9,3,12,0,26,31,5482,2134,69,0,8,0,3,0,9,9,2232,2227,19,0,0,0,3,0,7,11,2260,529,61,3,0,0,0,0,0,0,595,13,0,0,0,0,0,0,0,0,16,230,10,3,0,0,0,0,0,3,245,8,15,0,0,0,0,0,0,0,24,64,3,0,3,0,0,0,4,5,81,33,0,0,0,0,0,0,0,0,33,873,90,10,3,0,0,0,4,9,983,25,28,0,0,0,0,0,0,0,56,93,8,0,0,0,0,0,3,5,114,5355,221,12,11,3,12,0,27,33,5653
ILOC30601602,575,6,17,5,0,0,3,6,5,606,21,0,0,0,0,0,0,0,0,19,78,0,0,0,0,0,0,0,11,84,3595,10,16,25,0,4,9,40,44,3701,1302,0,0,14,0,0,0,16,20,1342,1761,0,0,3,0,3,4,13,14,1792,258,0,6,0,0,0,0,0,0,270,17,0,5,0,0,0,0,0,0,22,276,0,0,0,0,0,3,4,3,283,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,3,0,60,31,0,0,0,0,0,0,0,0,32,636,6,17,5,0,0,3,6,5,673,20,0,0,0,0,0,0,0,0,19,82,0,0,0,0,0,0,0,11,87,3802,10,16,25,0,4,9,40,44,3911
