ILOC_CODE_2016,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC40101801,0,45,3,53,10,68,4,77,0,22,0,23,0,25,3,22,3,40,0,44,3,27,0,34,3,23,0,25,3,16,0,18,3,16,0,19,26,280,11,320,4,36,0,35,3,58,3,61,0,38,0,44,3,23,0,27,8,47,0,49,0,31,0,35,6,33,0,41,4,31,0,37,3,9,0,19,33,308,6,354,3,78,3,88,8,126,6,141,4,63,0,64,3,51,4,55,10,86,0,99,8,62,0,63,10,54,0,67,4,47,0,57,10,26,3,35,60,594,19,670
ILOC40101802,0,26,0,29,4,41,0,45,0,21,0,21,0,20,0,20,4,26,0,33,3,16,0,16,0,17,0,17,0,12,3,15,0,10,0,9,10,181,4,197,0,16,0,14,0,50,0,54,0,13,0,13,0,17,0,22,4,32,0,34,0,21,0,26,3,15,0,21,0,14,0,14,0,5,0,9,9,186,5,200,0,43,0,42,4,93,0,92,0,31,0,31,0,42,0,46,7,64,0,66,3,35,0,43,3,26,0,34,0,29,3,29,3,14,0,20,25,371,6,403
ILOC40101803,3,43,3,52,10,60,5,72,3,34,0,40,0,24,0,29,4,37,0,46,3,22,0,26,5,20,0,28,3,13,0,15,4,9,0,18,44,264,7,319,0,34,0,40,3,57,3,66,3,28,0,33,0,18,0,26,0,52,0,54,5,38,0,43,3,33,0,39,3,33,0,34,0,14,0,21,29,310,12,347,5,75,6,89,16,114,5,138,8,66,4,78,3,44,5,54,8,93,0,99,10,55,0,70,9,53,0,65,7,42,0,49,8,30,0,34,77,569,19,665
ILOC40101804,3,62,3,69,19,112,7,140,10,49,3,62,5,40,0,49,7,68,0,80,0,50,0,56,3,26,0,37,4,19,0,23,3,11,0,15,55,448,17,524,0,52,0,54,18,102,7,122,3,45,4,50,0,39,0,39,0,80,0,80,3,49,0,55,5,39,0,44,3,25,0,29,7,5,0,12,39,432,13,482,4,114,4,121,31,214,11,264,7,94,8,109,5,82,0,87,7,150,0,157,4,100,0,107,7,64,0,77,11,46,0,53,6,14,3,26,90,887,32,1004
ILOC40101901,0,37,0,37,5,64,0,75,3,31,0,34,0,20,3,25,0,40,4,47,0,19,17,42,3,32,7,43,4,30,8,35,3,25,3,29,22,285,51,363,0,22,0,21,3,59,3,68,0,28,0,28,0,8,0,9,0,22,3,25,0,24,0,25,3,45,4,47,3,24,0,31,3,13,0,17,20,242,9,270,0,57,0,56,15,121,5,143,0,60,0,67,0,28,3,30,3,58,12,66,4,44,17,65,8,75,8,88,8,48,7,67,8,35,3,45,43,523,61,630
ILOC40101902,0,35,3,42,4,85,0,91,3,29,0,32,0,28,0,30,0,23,0,30,0,17,0,18,0,19,0,21,3,8,0,17,0,11,0,9,16,257,11,285,0,42,3,41,4,56,3,70,0,29,0,29,3,27,0,29,3,42,0,44,0,28,0,33,3,25,4,32,6,7,0,21,0,6,0,9,19,272,16,300,0,75,10,87,11,144,3,161,3,50,0,56,3,54,3,60,3,73,0,75,3,49,0,52,5,47,4,53,11,19,0,30,3,17,0,19,40,529,23,587
ILOC40102001,4,61,3,65,8,95,3,110,0,37,3,47,5,32,0,37,7,61,3,72,3,53,3,53,8,34,4,44,7,28,3,33,3,14,3,19,48,414,22,482,0,46,0,45,4,89,3,96,0,43,0,44,3,44,0,46,6,73,0,76,3,49,0,51,7,50,8,65,6,28,0,34,10,17,3,24,41,423,14,480,3,105,0,109,17,182,4,207,0,80,4,87,3,74,0,81,18,129,6,150,6,101,3,108,16,85,11,107,13,49,3,65,11,27,5,44,89,837,35,960
ILOC40102101,0,9,0,9,0,8,0,8,0,8,0,8,0,4,0,4,0,4,0,3,0,15,0,15,0,6,0,6,0,5,0,5,0,7,0,7,0,62,3,62,0,5,0,5,0,10,0,19,0,9,0,9,0,11,0,11,0,3,0,3,0,12,0,12,0,10,0,15,0,3,0,3,3,0,0,5,5,70,3,80,0,15,0,15,4,24,0,24,0,14,0,14,0,17,0,17,3,6,0,11,0,21,0,21,0,13,0,14,0,7,0,6,3,10,0,8,5,131,3,139
ILOC40102102,0,12,0,12,0,23,0,27,0,14,0,14,0,19,0,19,3,26,0,26,0,15,0,14,3,16,0,17,0,15,0,19,0,6,0,13,8,152,9,171,0,18,0,20,3,23,3,33,0,18,0,18,0,27,3,26,0,18,0,18,0,16,3,24,4,15,0,18,3,9,0,12,7,13,0,19,15,156,12,186,0,32,0,33,3,49,8,61,0,30,0,30,0,40,4,45,3,47,0,46,0,36,4,38,3,33,0,43,7,26,0,29,5,22,0,23,23,314,14,352
ILOC40102103,0,14,0,14,0,4,0,9,0,6,0,6,0,12,0,16,0,16,0,16,0,4,0,4,3,4,0,10,0,7,0,7,3,0,0,3,3,73,0,85,0,8,0,8,0,8,0,10,0,8,0,8,0,10,0,10,0,14,0,14,3,14,0,13,0,6,0,3,0,5,0,10,3,0,0,4,11,72,3,80,0,16,0,16,0,15,0,17,0,14,0,14,0,22,0,27,0,29,0,32,3,18,0,22,3,10,0,14,0,10,0,14,5,0,0,5,16,148,3,162
ILOC40102201,0,17,0,17,0,28,0,29,3,11,0,12,0,15,0,11,0,13,0,11,0,11,0,11,0,7,0,12,4,11,0,12,3,4,0,8,12,121,0,129,0,15,0,15,3,29,0,35,0,14,0,15,0,8,0,8,0,12,0,14,0,10,4,17,3,12,0,19,4,10,0,12,3,7,0,13,14,114,4,134,0,32,0,32,3,56,0,64,3,26,0,27,0,22,0,24,0,26,0,31,0,20,4,27,3,22,0,28,5,18,0,29,6,11,0,17,25,233,4,267
ILOC40102301,3,19,3,24,8,46,5,59,0,28,0,27,0,10,3,15,0,17,0,22,0,13,0,18,3,20,3,27,0,6,0,12,4,7,0,16,26,172,13,213,0,21,3,24,0,53,0,53,0,26,0,26,0,13,0,13,3,20,0,24,6,12,0,23,3,22,0,23,4,15,3,23,4,8,0,14,21,193,11,222,3,40,6,45,10,99,5,109,0,53,0,52,0,26,3,26,3,38,3,47,12,30,0,39,6,40,4,55,5,25,3,32,6,19,0,31,45,368,20,436
ILOC40102302,0,3,0,3,0,8,0,7,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,7,0,12,0,3,0,3,0,3,0,3,3,38,3,43,0,3,0,3,0,17,3,18,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,14,0,11,0,4,0,3,0,3,0,3,3,46,3,46,0,3,0,3,0,25,3,27,0,4,0,4,0,4,0,4,0,9,0,10,0,5,0,5,0,21,0,26,0,9,0,12,0,7,0,9,3,83,5,92
ILOC40102303,0,8,0,8,0,18,0,23,3,7,0,8,0,10,0,10,0,15,0,15,0,6,0,6,0,8,0,8,0,6,0,12,3,13,0,11,7,92,6,109,0,13,0,13,0,20,0,20,0,9,0,14,0,3,0,6,0,12,0,14,0,7,0,4,4,11,0,18,3,4,0,13,3,3,0,6,8,92,4,104,0,22,0,24,0,44,0,45,3,17,3,17,0,10,0,15,0,30,0,32,0,11,0,16,4,25,0,28,5,18,0,18,9,13,0,24,20,181,7,210
ILOC40200101,0,13,0,13,0,40,4,39,0,22,0,22,0,27,0,28,0,29,6,40,8,23,0,28,3,18,3,17,0,3,0,3,3,3,0,10,18,167,12,201,0,23,3,23,3,36,10,41,0,16,0,14,0,29,0,30,0,28,4,34,3,22,0,22,0,34,0,31,4,9,0,12,9,0,3,10,15,195,15,227,0,34,3,41,3,70,12,83,0,33,0,36,0,53,0,60,6,60,10,71,11,42,0,51,4,47,3,54,4,15,0,23,8,5,3,15,36,365,31,428
ILOC40200102,0,4,0,4,0,9,0,9,0,0,0,0,0,4,0,4,0,3,0,3,0,0,5,5,0,3,3,5,0,0,0,0,0,0,0,0,0,27,4,32,0,4,0,4,0,8,0,8,0,3,0,3,0,0,0,0,0,6,0,5,0,7,3,9,0,0,0,0,0,3,0,3,0,0,0,3,0,30,0,36,0,6,0,6,0,13,0,13,0,5,0,5,0,7,0,7,0,9,0,13,0,7,3,12,0,8,3,6,0,3,0,3,0,6,0,3,0,54,11,64
ILOC40200103,0,3,0,3,0,17,0,19,0,13,0,13,0,14,0,14,0,17,6,25,0,12,0,11,0,15,0,15,0,3,0,3,4,3,0,9,9,93,7,102,0,16,0,16,0,28,0,29,0,12,0,12,0,13,0,17,0,15,3,22,0,13,3,21,0,18,0,13,0,5,0,5,3,4,0,7,4,116,12,131,0,17,0,17,0,44,3,50,0,19,0,19,0,27,0,25,0,34,10,44,0,24,3,34,0,29,0,31,0,10,0,7,5,6,0,16,13,211,19,239
ILOC40200104,0,3,0,3,0,8,0,9,0,0,0,0,0,4,0,3,0,3,3,6,0,3,0,3,3,3,0,7,0,0,0,3,0,0,0,0,3,20,9,35,0,3,3,9,0,9,0,11,0,9,0,9,0,0,0,0,0,5,0,5,0,6,0,6,0,3,0,6,0,0,0,0,0,0,0,0,3,38,12,50,0,8,3,5,0,9,4,15,0,9,0,8,0,4,4,5,0,13,3,13,0,8,0,13,3,8,0,11,0,0,3,6,0,0,0,3,8,62,21,87
ILOC40200105,0,5,0,3,0,11,0,9,0,12,0,12,0,14,0,14,0,14,3,24,0,17,3,25,0,9,4,13,0,4,4,7,3,5,0,6,5,96,19,119,0,9,0,9,0,8,3,14,0,8,0,8,0,13,3,17,0,17,3,23,0,20,0,20,3,10,5,17,0,4,3,11,5,0,0,7,8,88,17,110,0,11,0,15,0,17,3,21,0,21,0,21,0,21,3,25,0,31,7,42,0,43,3,48,3,21,11,34,0,7,3,12,8,8,0,14,11,184,33,235
ILOC40200106,0,3,0,3,0,10,0,10,0,6,0,6,0,4,0,4,0,8,0,6,0,3,0,8,0,3,0,3,0,0,0,0,5,0,0,5,4,37,0,41,0,0,0,0,0,6,0,6,0,4,0,5,0,4,0,4,0,3,0,3,0,8,0,8,0,8,0,6,0,0,0,0,3,0,0,3,7,25,0,31,0,3,0,3,0,13,0,13,0,9,0,8,0,5,0,5,0,10,0,12,0,9,0,8,0,9,0,7,0,0,0,6,3,0,0,3,12,63,3,74
ILOC40200107,0,20,0,20,0,19,0,19,0,3,0,3,0,15,0,15,0,17,4,29,0,14,0,15,0,12,0,12,0,3,0,3,0,0,0,0,0,101,12,112,0,8,0,8,0,13,0,15,0,6,5,11,0,21,3,23,0,17,3,15,0,13,4,18,0,11,0,10,0,3,0,3,0,3,0,3,3,86,11,99,0,29,0,29,0,30,0,31,0,7,5,14,0,30,3,34,0,36,8,41,3,28,4,34,0,20,4,22,0,3,0,8,0,7,0,4,7,187,21,207
ILOC40200108,0,5,0,5,0,5,5,16,0,7,3,12,0,7,3,8,0,8,7,10,0,5,6,16,0,3,0,3,0,0,3,3,0,0,0,0,3,42,27,71,0,3,0,4,0,5,9,16,0,3,3,8,0,9,4,11,0,9,9,20,0,5,5,15,0,0,0,0,0,3,0,7,0,0,0,3,3,46,38,83,0,7,0,9,0,16,15,31,0,10,8,15,0,13,5,23,0,16,14,37,0,16,8,24,0,3,0,6,0,7,7,10,6,0,0,4,4,90,64,152
ILOC40200109,0,21,0,21,0,39,3,38,0,24,0,24,0,25,0,25,0,33,0,33,0,23,0,24,0,14,0,14,3,5,0,9,0,0,0,4,9,186,4,199,0,19,0,19,0,43,0,40,0,28,0,25,0,19,0,19,0,33,0,33,0,31,0,32,0,17,0,22,0,8,4,14,7,12,0,14,9,202,3,218,0,41,0,41,0,80,3,82,0,48,0,47,0,38,0,38,0,69,0,64,0,50,0,55,0,33,0,32,3,16,5,27,5,8,0,20,18,388,10,412
ILOC40200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200201,0,12,0,12,0,30,0,30,0,6,3,11,0,10,0,11,0,20,0,20,0,7,0,6,0,11,0,12,0,3,0,10,3,4,0,10,4,97,9,111,0,13,0,13,0,25,3,24,0,6,0,12,0,19,0,19,0,17,0,14,0,17,0,22,0,19,5,22,4,7,0,18,7,0,0,8,15,119,11,143,0,23,0,23,0,54,3,59,0,13,5,21,0,23,0,27,0,32,3,37,0,25,0,25,3,28,5,31,4,14,0,19,15,4,0,18,21,221,16,256
ILOC40200202,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,17,0,17,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,23,0,23,0,7,0,7,0,3,0,3,0,0,0,0,0,3,0,3,0,10,0,10,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,39,0,39
ILOC40200301,0,3,0,3,0,6,4,9,0,8,0,8,0,4,0,4,0,0,0,0,0,3,0,5,0,8,0,8,0,3,0,5,0,0,0,0,0,36,4,40,0,5,0,4,0,9,3,9,0,3,0,4,0,3,0,3,0,3,0,3,0,5,0,5,0,7,0,7,0,4,3,5,0,0,0,3,0,43,6,53,0,7,0,11,0,15,6,22,0,14,0,13,0,8,0,8,0,8,0,9,0,9,0,9,0,18,0,18,0,7,3,8,0,3,0,7,3,83,16,96
ILOC40200302,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,6,3,12,0,4,3,5,0,3,0,3,0,25,12,33,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,3,0,0,6,3,0,3,0,3,0,3,0,3,0,22,8,28,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,9,0,11,0,11,0,6,10,15,0,7,4,13,0,3,0,3,0,43,19,61
ILOC40200303,0,0,0,0,0,9,0,9,0,8,0,8,0,7,0,7,0,14,0,14,0,18,0,18,3,20,0,20,0,12,0,13,0,6,0,6,3,94,3,102,0,4,0,4,0,9,0,9,0,4,0,4,0,4,0,4,0,5,0,5,0,8,0,8,0,11,0,14,0,7,0,7,0,3,0,3,0,58,3,64,0,4,0,3,0,19,0,21,0,18,0,18,0,12,0,12,0,25,0,21,0,25,0,25,3,34,0,39,0,18,0,25,0,9,0,11,0,161,3,167
ILOC40200304,0,3,0,3,0,4,0,7,0,4,0,4,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,10,0,0,0,6,0,0,0,0,0,28,0,28,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,8,0,8,0,4,0,3,0,0,0,4,0,24,3,28,0,3,0,3,0,6,0,10,0,4,0,4,0,3,0,3,0,5,0,9,0,10,0,11,0,12,0,15,0,4,4,10,0,0,0,4,0,51,4,59
ILOC40200305,0,11,0,11,0,9,0,12,0,5,0,5,0,8,0,8,0,13,0,16,0,9,0,8,0,12,0,12,0,5,0,5,0,0,0,0,0,75,3,80,0,5,0,5,0,7,0,9,0,3,0,3,0,3,0,3,0,6,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,45,0,19,0,18,0,24,0,24,0,11,0,11,0,11,0,11,0,21,4,28,0,13,0,16,0,13,0,13,0,4,0,4,0,0,0,0,3,113,3,116
ILOC40200401,3,60,8,64,18,106,8,130,8,44,3,51,0,20,0,21,3,38,11,57,3,46,0,50,6,46,0,53,10,26,5,44,10,19,0,30,53,409,34,500,0,69,3,70,13,128,12,153,0,47,0,47,0,41,0,41,3,59,3,73,3,44,3,51,7,38,0,46,13,35,3,48,8,24,0,33,50,487,28,565,0,125,8,138,29,235,18,285,8,96,3,101,0,57,0,65,11,102,18,122,8,87,6,97,10,87,0,99,15,63,6,86,21,43,0,62,100,894,66,1060
ILOC40200402,0,6,0,6,5,7,0,13,0,3,0,6,0,6,0,4,0,5,0,11,0,3,0,3,0,14,0,15,0,6,0,6,0,3,0,5,9,51,3,59,0,5,0,5,0,10,4,17,0,6,0,6,0,3,0,6,0,4,0,10,0,13,0,13,0,12,0,9,0,10,0,9,0,9,0,9,3,74,11,85,0,6,0,6,5,21,4,26,0,15,0,15,4,12,0,9,0,15,3,14,0,11,0,11,0,22,3,22,0,15,0,16,0,9,3,11,7,122,12,142
ILOC40200501,0,3,3,5,0,0,4,7,0,3,0,3,0,4,0,3,0,3,3,9,0,13,3,14,0,8,4,9,0,5,3,10,4,3,0,7,4,44,25,70,0,4,6,8,0,4,6,6,0,3,0,3,0,3,3,8,0,7,6,13,0,8,0,8,3,7,3,12,3,8,4,15,3,0,0,5,12,43,32,84,0,6,11,11,0,6,12,18,0,9,0,9,0,7,7,14,0,8,10,20,0,21,3,22,0,11,5,24,5,13,5,28,5,3,3,12,21,86,56,159
ILOC40200502,0,62,5,67,5,128,3,146,0,51,6,54,0,32,41,72,3,71,69,152,0,43,48,91,5,61,23,86,4,37,3,49,4,29,0,36,34,512,206,756,0,47,8,53,4,132,8,147,0,55,6,61,0,46,3,53,0,105,5,113,3,59,4,72,9,68,7,87,5,51,3,55,23,17,10,48,46,585,45,679,0,105,11,125,16,263,15,290,3,107,9,122,0,79,43,123,4,179,77,265,3,102,52,161,13,130,31,174,5,85,9,101,29,43,10,79,82,1097,254,1433
ILOC40200503,0,3,0,3,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,22,0,26,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,19,0,19,0,8,0,8,0,14,0,14,0,3,0,3,0,4,0,4,0,0,0,0,0,9,0,9,0,3,0,6,0,4,0,4,0,0,0,0,0,46,0,46
ILOC40200504,0,32,4,37,3,75,5,83,0,29,0,32,0,22,0,21,0,43,3,44,4,22,0,26,5,24,4,32,3,21,0,21,0,11,0,16,19,270,31,315,0,42,7,50,0,76,3,79,0,20,3,25,0,26,0,22,0,41,4,48,4,34,0,37,3,37,0,41,3,17,0,22,9,10,3,19,24,298,20,345,0,75,8,83,0,148,14,165,0,48,3,57,0,43,0,50,3,84,10,95,6,52,4,63,9,59,8,72,5,37,4,42,13,22,6,41,36,574,54,660
ILOC40200505,0,21,0,21,0,26,0,26,0,13,0,12,0,3,0,3,0,14,0,15,0,12,0,15,0,7,0,11,0,9,0,7,0,3,0,3,5,101,3,110,0,11,0,12,0,20,0,19,0,9,0,9,0,7,0,9,0,15,0,17,0,18,0,17,0,14,0,18,0,12,0,12,0,3,0,3,5,103,3,114,0,32,0,30,0,43,0,41,0,24,0,22,0,12,0,11,0,28,0,32,0,29,3,34,5,26,0,27,0,19,0,16,0,5,0,5,8,212,4,225
ILOC40200601,0,60,15,76,10,104,9,121,3,40,0,43,0,44,3,42,3,45,4,48,3,49,3,57,4,52,0,61,3,14,0,17,4,15,0,16,31,420,31,486,0,53,8,64,5,122,14,138,3,47,0,51,0,52,3,57,3,70,11,76,9,44,3,54,6,44,3,55,5,27,3,34,11,23,0,28,35,478,43,558,0,113,17,137,11,227,26,264,3,89,0,95,0,95,3,103,4,108,10,130,10,94,3,111,11,98,4,113,6,43,0,52,12,37,0,47,62,905,77,1045
ILOC40300101,0,23,0,21,0,32,0,34,0,13,0,14,0,14,3,19,0,18,0,23,0,13,0,14,3,22,0,19,0,11,0,11,3,3,0,10,10,147,5,163,0,21,3,19,0,46,0,46,0,7,0,7,0,12,0,12,3,26,0,28,0,18,0,20,0,15,0,19,3,20,3,22,0,9,0,11,7,171,10,191,0,39,4,42,0,74,4,79,0,28,0,26,0,27,3,29,3,45,0,48,0,25,3,31,3,34,0,40,4,29,3,34,5,17,0,23,21,314,16,354
ILOC40300102,0,0,8,8,0,10,5,21,0,3,0,3,0,0,0,0,0,0,0,3,0,7,3,11,0,4,3,6,0,0,0,3,0,0,0,0,0,26,27,52,0,0,6,9,0,14,3,18,0,3,0,3,0,4,3,3,0,5,11,16,0,7,3,8,0,9,7,10,0,3,0,3,0,0,0,0,0,38,32,75,0,3,12,22,0,24,13,33,0,6,0,5,0,4,3,6,0,5,12,15,0,11,3,18,0,11,7,21,0,3,3,4,0,0,0,0,0,69,56,126
ILOC40300103,0,6,6,9,0,11,3,14,0,4,7,7,0,3,0,3,0,5,3,9,0,6,6,10,0,4,3,4,0,5,6,9,0,0,0,0,0,56,28,83,0,3,3,7,0,10,3,20,0,4,3,9,0,3,0,3,0,12,3,16,0,7,3,11,0,4,0,10,0,6,0,5,0,0,0,3,3,58,26,79,0,13,5,19,0,22,15,36,0,12,9,18,0,7,0,6,0,19,3,21,0,12,10,25,0,9,3,19,0,10,7,20,0,0,0,3,3,113,49,160
ILOC40300104,0,0,3,3,0,3,4,11,0,4,0,7,0,0,0,0,0,3,5,8,0,0,3,3,0,3,3,3,3,0,3,4,0,0,0,0,3,17,26,40,0,11,0,11,0,6,3,11,0,0,0,0,0,7,3,10,0,3,7,6,0,3,0,4,0,0,3,8,0,3,3,3,0,5,0,5,0,35,20,54,0,11,3,14,0,13,7,17,0,4,0,7,0,7,4,8,0,5,6,13,0,3,3,7,0,7,3,12,3,3,9,12,0,3,0,3,3,47,48,94
ILOC40300201,0,14,4,21,5,41,4,51,0,5,10,12,0,5,5,17,0,14,20,35,0,20,10,35,0,11,13,23,0,16,4,17,0,0,0,0,13,130,77,213,0,13,0,13,0,29,7,42,0,12,3,13,0,9,0,6,3,14,0,15,0,7,3,10,0,20,3,26,7,9,0,12,0,10,0,6,12,117,21,148,0,30,4,33,7,74,13,89,0,19,11,31,0,10,8,23,3,24,20,50,4,30,13,44,0,31,20,48,8,21,4,34,4,10,0,9,23,246,96,363
ILOC40300202,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,3,3,4,0,3,4,7,0,0,3,3,0,0,5,6,0,0,0,0,0,8,20,26,0,0,0,0,0,0,4,4,0,3,3,4,0,0,4,4,0,0,0,0,0,0,5,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,9,9,0,3,3,7,0,0,11,7,0,3,3,7,0,3,7,11,0,0,5,8,0,0,5,6,0,0,0,0,0,12,37,52
ILOC40300203,0,4,0,4,0,3,0,3,0,3,0,3,0,5,0,6,0,7,0,10,0,7,0,7,0,0,0,3,0,10,0,10,0,0,0,0,4,39,6,46,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,28,3,31,0,6,0,6,0,10,0,10,0,3,0,3,0,4,0,9,0,17,3,15,0,5,0,5,0,10,0,8,0,9,0,13,0,3,0,3,4,65,3,73
ILOC40300204,0,7,0,8,0,13,3,19,0,14,0,14,0,8,0,10,0,15,3,20,0,10,6,14,0,12,3,19,0,0,0,3,0,0,0,0,0,80,19,105,0,4,3,6,0,20,3,18,0,9,0,11,0,3,0,7,0,16,6,22,0,10,6,19,0,10,3,14,0,0,0,0,0,0,0,3,0,69,23,97,0,13,5,15,0,35,4,40,0,22,0,22,0,14,0,14,0,31,13,41,0,21,12,38,0,24,11,32,0,4,4,5,0,0,0,3,0,152,45,203
ILOC40300301,3,46,3,55,4,89,3,95,0,28,0,30,0,28,0,29,4,53,3,54,0,21,0,18,3,31,0,35,4,22,0,25,3,8,0,15,26,327,13,364,0,31,0,34,0,76,0,80,0,32,0,32,3,29,3,37,3,47,4,49,4,25,0,27,3,39,3,42,4,31,0,35,9,10,0,16,24,321,7,356,6,81,4,91,9,162,0,176,0,61,0,67,5,61,3,64,5,99,8,107,3,48,0,51,9,74,3,79,5,45,0,58,13,22,0,31,53,647,22,724
ILOC49499494,0,7,0,7,0,3,0,3,0,10,7,15,0,8,4,12,0,24,7,36,3,18,11,34,0,13,14,22,4,6,4,11,3,0,0,5,9,83,48,141,0,4,0,4,0,8,0,8,0,7,6,10,0,18,3,22,0,14,9,20,0,7,16,19,3,4,10,15,0,0,0,4,0,0,4,4,3,64,42,114,0,13,0,13,0,11,0,11,0,15,11,21,0,27,7,31,0,30,18,50,6,24,28,55,3,17,20,39,3,8,3,12,3,0,4,5,13,146,90,249
