ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC30700301,0,16,5,24,0,33,0,33,3,42,4,50,0,41,0,42,3,27,3,31,0,14,0,19,0,16,0,14,8,188,16,213,0,23,4,22,0,19,4,29,3,39,0,51,7,42,3,47,3,21,0,26,3,19,0,21,3,19,0,15,14,188,16,217,0,36,12,49,0,54,4,58,8,84,3,101,6,79,4,96,5,54,3,59,3,33,0,36,3,31,0,33,29,377,24,428
ILOC30700302,0,6,8,13,0,9,0,10,0,11,4,17,3,3,0,5,0,14,0,14,0,6,0,5,0,4,0,4,7,45,14,65,0,3,3,3,0,5,3,11,3,9,0,16,0,3,0,6,0,9,0,10,0,3,0,8,0,9,0,9,7,47,5,56,0,8,14,22,0,9,3,14,3,20,5,28,3,11,0,15,0,18,0,23,0,10,0,11,0,15,0,15,11,89,20,126
ILOC30700303,0,8,3,7,0,9,0,9,0,12,3,14,0,10,0,10,0,12,0,12,0,9,0,5,0,0,0,0,0,54,8,61,0,10,3,11,0,5,3,9,0,16,0,16,0,11,0,18,0,5,0,9,0,11,0,11,0,0,0,0,5,54,7,66,0,16,5,24,0,14,3,13,0,22,3,29,0,20,0,29,0,19,0,24,0,13,0,15,0,0,0,3,9,115,12,133
ILOC30700304,0,8,3,9,0,6,0,6,3,12,0,18,0,16,0,17,0,13,0,13,0,5,0,5,0,8,0,8,3,66,6,74,0,0,5,6,4,7,0,13,4,16,0,21,0,13,0,13,0,9,0,16,3,9,0,12,0,14,0,14,10,71,7,89,0,7,11,16,4,18,3,21,3,31,5,36,0,27,0,23,0,24,0,23,3,18,0,15,0,21,0,21,13,138,12,166
ILOC30700401,0,10,0,10,0,13,0,9,0,13,14,29,3,15,0,17,0,15,0,15,0,9,0,11,0,4,0,4,3,75,15,93,0,7,3,6,0,17,10,24,3,26,0,25,0,8,0,10,0,10,0,9,3,9,0,13,0,8,0,3,4,78,17,103,0,9,3,15,0,22,10,33,4,42,16,55,4,28,0,28,0,26,0,22,3,25,0,24,0,10,0,8,12,159,27,192
ILOC30700402,0,3,0,6,0,9,0,7,3,16,0,21,3,11,0,16,0,8,0,10,0,5,0,5,0,3,0,3,10,52,3,63,3,0,0,7,0,3,0,5,4,13,0,13,5,5,0,14,3,0,0,3,0,3,0,4,0,4,0,4,17,36,0,54,3,6,0,8,0,7,0,16,3,32,0,40,7,17,0,21,4,11,0,8,0,8,0,8,0,9,0,9,21,90,0,109
ILOC30700403,0,5,0,5,0,5,0,9,0,19,0,20,3,8,0,14,4,9,0,11,0,10,0,14,0,3,0,7,12,62,3,80,0,6,0,6,0,18,0,18,0,16,0,20,0,16,0,18,0,8,0,13,0,5,0,5,0,0,0,0,7,60,0,68,0,8,0,8,0,22,0,25,3,35,4,39,3,27,0,32,4,18,0,27,0,13,0,16,4,3,0,6,16,131,7,150
ILOC30700404,0,7,0,6,0,13,0,14,0,24,0,26,4,10,0,17,4,8,0,12,4,6,0,14,0,0,0,0,15,68,3,84,0,5,0,5,0,9,0,19,0,26,0,26,0,7,0,7,3,3,0,7,0,10,0,10,0,3,0,3,12,67,0,80,0,16,0,12,6,26,0,25,3,49,0,49,4,17,0,19,9,16,0,21,6,14,0,23,0,6,0,3,23,139,4,162
ILOC30700501,0,11,0,13,0,14,5,21,0,25,4,27,3,8,12,23,0,6,0,11,0,13,0,14,0,4,3,10,6,88,24,117,0,3,0,3,0,10,6,16,0,20,3,26,0,9,3,17,0,5,0,9,3,14,4,17,0,5,4,11,7,72,23,98,0,17,0,22,0,29,9,35,0,40,5,54,3,19,16,36,0,18,3,21,3,26,3,31,5,15,4,18,16,157,49,223
ILOC30700502,0,15,28,41,0,12,0,14,10,14,9,29,3,15,4,21,3,17,3,23,3,19,0,21,3,11,0,10,20,99,48,160,0,14,6,19,0,11,3,17,8,15,6,26,4,22,3,28,3,12,0,19,0,16,3,25,0,13,0,15,15,95,31,140,0,25,40,61,3,15,6,25,11,26,17,53,5,34,10,45,10,31,6,42,7,40,3,46,3,23,0,27,31,190,79,304
ILOC30700503,0,0,0,4,0,0,0,0,0,6,0,6,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,23,0,3,0,3,0,0,0,0,0,4,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,3,0,3,3,18,0,17,0,3,0,7,0,0,0,0,0,11,0,14,4,4,0,6,0,6,0,3,0,3,0,3,0,8,0,7,8,30,0,45
ILOC30800101,0,48,9,54,0,31,3,34,4,61,4,70,3,43,0,49,4,51,3,54,5,43,0,48,4,28,3,41,24,306,23,356,0,30,7,36,0,28,3,35,6,42,3,52,7,53,0,62,9,46,3,61,16,35,3,56,3,27,4,36,43,268,18,334,0,74,8,89,3,63,3,66,8,101,6,122,17,103,0,112,12,98,4,115,21,83,3,99,7,55,11,78,70,579,45,689
ILOC30800201,6,21,3,35,3,23,4,26,3,31,5,34,9,31,4,39,0,23,0,23,3,18,3,22,0,10,0,9,20,147,18,191,3,29,5,35,0,21,0,23,3,29,4,36,9,23,3,32,4,35,5,47,3,16,3,22,5,19,3,22,28,167,21,213,6,48,10,69,5,43,4,52,7,61,6,70,13,51,3,66,7,57,5,70,9,33,7,49,5,25,9,34,46,316,44,403
ILOC30800202,0,11,0,13,0,13,0,16,3,16,0,18,3,9,0,10,0,12,0,12,3,12,0,19,0,0,5,10,12,73,7,94,0,10,0,14,4,17,0,17,3,20,0,22,4,11,0,12,0,20,3,22,4,12,0,19,0,9,0,16,14,96,10,123,3,21,0,23,3,26,0,35,5,34,0,42,7,18,0,27,0,29,3,33,5,27,3,34,0,11,11,21,22,169,16,211
ILOC30800301,3,66,8,73,3,22,13,34,0,36,4,38,5,46,0,52,3,31,4,41,3,33,3,35,0,15,3,16,24,236,27,291,4,41,9,47,3,25,0,27,11,36,3,47,12,27,0,44,6,42,6,52,3,21,0,28,3,20,3,23,39,201,23,270,4,107,11,125,7,40,13,58,11,70,4,85,19,70,5,91,14,65,15,92,10,49,3,62,4,29,3,45,66,439,52,561
ILOC30800401,0,10,3,13,0,9,3,8,6,17,0,17,3,13,0,12,0,17,0,12,0,19,0,19,0,7,3,10,8,79,5,92,3,5,0,9,0,14,0,14,0,10,0,9,0,9,0,14,5,26,0,29,8,17,0,25,0,7,0,10,20,87,3,106,3,11,3,18,0,20,3,22,6,27,0,30,5,28,0,32,3,36,0,44,8,28,3,42,0,16,3,20,23,163,12,200
ILOC30800501,3,57,3,64,0,8,3,7,0,8,0,8,0,11,0,6,3,6,0,9,0,9,0,11,0,3,0,6,13,102,5,117,0,4,3,8,0,4,0,7,0,9,0,9,0,7,0,9,3,20,0,19,3,6,0,9,0,8,0,6,9,53,3,67,3,58,4,71,4,15,3,16,0,11,0,18,3,17,0,16,5,23,0,30,5,18,0,23,5,10,0,17,25,156,9,188
ILOC30800502,3,13,3,17,0,14,0,11,3,17,0,20,0,17,7,20,0,18,0,15,0,4,0,4,0,14,0,16,13,92,12,111,0,14,0,19,0,10,3,11,4,11,0,16,4,20,4,26,0,17,0,19,8,11,0,15,3,15,0,18,20,97,14,128,4,28,8,35,3,20,3,21,8,28,0,40,4,32,9,43,0,35,3,38,6,18,0,23,6,32,5,36,27,186,21,242
ILOC30800601,9,193,14,211,11,174,8,196,18,235,14,260,26,193,10,228,23,162,7,188,13,121,14,145,5,59,7,75,105,1128,73,1305,16,217,25,260,11,159,6,176,36,256,5,299,28,203,7,237,47,184,13,242,29,106,13,151,6,82,9,97,174,1210,71,1455,24,409,36,466,24,336,15,375,57,489,20,560,52,394,12,463,68,344,18,430,47,224,23,290,12,142,17,171,278,2334,145,2760
ILOC30800701,0,11,0,9,0,15,0,23,0,16,4,22,0,22,0,26,4,14,0,24,0,11,0,12,3,8,0,16,13,98,10,121,0,17,3,19,0,8,0,9,4,22,0,25,6,20,0,26,8,26,3,31,0,15,3,20,0,9,0,14,14,118,6,139,0,25,3,29,0,31,3,30,3,38,6,45,3,45,0,48,7,40,3,49,4,30,3,30,3,17,0,25,24,218,17,262
ILOC30800801,0,13,0,14,0,6,0,5,0,16,0,18,0,17,0,17,3,9,0,13,0,9,0,11,0,3,0,6,5,75,6,87,0,17,0,20,0,10,0,10,0,22,0,22,7,10,0,10,5,10,0,17,0,11,0,9,0,8,0,8,12,88,4,100,3,34,0,40,0,11,0,14,3,41,0,41,7,25,0,28,11,24,0,33,0,21,0,22,0,12,0,13,16,165,5,193
ILOC30800901,9,96,7,115,9,94,7,116,20,125,4,151,17,112,0,131,16,121,0,137,5,66,3,74,4,35,0,35,92,644,21,757,11,93,9,108,11,94,6,111,23,145,5,173,23,94,0,116,21,107,0,128,20,82,4,99,3,29,0,34,108,647,19,773,15,186,11,221,25,194,15,232,41,270,7,322,39,206,0,250,40,223,3,265,23,147,4,176,12,62,0,69,198,1290,42,1533
ILOC30801001,6,23,6,37,5,14,0,21,4,32,0,41,3,25,0,33,0,30,3,33,0,15,0,16,0,4,3,5,14,145,19,181,4,34,5,42,0,22,0,20,7,34,0,34,9,23,0,35,8,22,0,30,3,28,0,27,0,12,0,12,22,175,3,203,9,60,14,76,3,39,0,46,12,67,0,73,11,54,0,67,8,54,3,65,3,36,0,43,3,20,3,25,41,317,18,385
ILOC30801101,0,36,3,36,0,14,0,20,3,35,0,41,4,25,0,35,3,22,3,25,0,21,7,28,0,17,0,21,18,171,17,210,3,30,8,43,6,25,0,30,11,34,3,47,7,33,7,43,5,21,0,33,7,18,3,27,0,8,3,15,35,166,29,231,3,62,8,78,7,36,5,49,15,67,8,88,14,61,6,76,8,45,8,57,7,38,4,57,0,25,3,33,52,340,48,438
ILOC30801201,15,274,31,328,13,227,14,259,33,305,10,351,35,223,19,278,26,180,8,211,24,100,3,128,5,57,3,63,152,1377,90,1624,20,277,23,320,28,232,17,276,88,380,16,482,63,275,18,353,51,177,12,246,37,127,3,169,13,70,6,84,294,1541,92,1933,39,555,54,649,46,460,33,534,125,687,27,842,95,503,32,631,78,360,15,455,61,229,9,302,12,124,11,151,452,2918,183,3555
ILOC30801301,18,298,34,354,20,234,16,266,35,336,16,395,16,244,10,273,35,206,14,254,20,141,8,175,7,80,9,99,150,1549,110,1817,21,290,26,342,37,258,14,312,55,318,20,398,69,287,14,372,67,228,15,318,34,131,13,170,14,124,24,156,296,1637,126,2061,41,596,60,692,50,491,29,573,91,653,41,785,92,532,26,645,103,438,30,569,57,275,20,350,16,203,31,255,449,3184,235,3876
ILOC30801401,3,12,0,16,0,13,0,16,0,8,0,8,0,13,0,18,0,12,0,12,0,10,0,12,0,3,0,3,3,78,3,85,0,6,0,14,4,4,0,5,3,13,0,18,3,19,0,24,0,12,0,13,3,9,0,18,0,6,0,6,17,76,0,92,0,20,0,28,7,20,0,24,3,24,0,24,3,32,3,40,4,21,0,25,8,24,0,30,0,8,0,10,21,155,5,178
ILOC30801402,0,6,31,38,0,4,78,88,0,3,160,164,0,11,107,113,0,10,45,56,8,12,9,23,0,5,4,11,11,56,432,498,0,7,10,21,0,4,22,29,3,12,38,57,3,7,17,29,3,6,8,24,4,12,0,19,0,3,0,8,18,53,102,181,0,17,40,56,4,6,103,115,3,14,206,224,3,16,120,141,3,16,54,80,12,28,10,41,3,8,7,15,31,106,536,673
ILOC30801501,0,13,0,14,0,17,0,17,0,16,0,20,3,11,0,16,0,23,3,29,0,13,0,17,0,9,0,11,10,108,12,125,0,13,3,16,0,7,0,12,0,20,3,22,3,17,0,22,3,19,3,22,4,17,3,25,0,11,0,13,20,109,9,130,0,29,8,34,0,21,0,26,3,39,0,44,3,35,0,39,5,37,5,48,4,34,6,36,4,21,0,23,24,208,17,257
ILOC30801502,0,4,3,9,0,0,0,7,0,5,0,10,0,3,4,6,0,4,0,4,0,3,0,3,0,3,0,3,4,32,9,41,0,0,0,0,0,0,0,3,0,5,3,9,0,7,3,7,0,3,0,3,0,6,0,5,0,4,0,4,3,23,5,29,3,3,3,12,0,6,0,6,3,8,4,17,3,11,3,12,0,6,0,6,0,10,0,11,0,6,0,6,10,52,14,70
ILOC30801503,0,9,3,14,0,13,0,13,0,10,0,14,0,13,3,17,0,12,0,9,0,6,0,6,0,6,0,7,5,67,9,85,0,14,0,14,3,11,0,17,0,15,0,18,4,9,0,18,0,13,3,19,0,4,0,6,0,10,3,7,10,75,8,90,0,22,4,32,3,24,0,29,3,28,4,29,6,22,0,32,4,24,3,32,0,10,0,9,0,8,0,17,13,145,16,173
ILOC39499494,7,17,3,24,0,22,4,31,3,45,54,98,4,55,67,125,4,50,56,107,0,18,24,36,3,14,0,24,23,225,205,447,3,21,4,28,3,29,14,39,0,23,24,46,5,22,39,67,0,19,29,47,3,14,7,27,0,6,3,13,21,131,113,270,7,41,7,50,5,48,14,70,7,68,77,146,8,74,102,187,10,74,81,154,9,30,31,69,3,24,4,33,38,358,316,714
ILOC39799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ILOC40100101,0,6,0,7,0,12,10,21,3,12,27,43,0,10,14,22,0,12,3,17,3,13,0,14,0,0,3,8,9,58,61,123,0,14,3,19,0,12,0,16,0,12,5,17,0,11,0,11,0,12,0,10,0,10,0,8,0,0,0,0,3,77,8,88,0,17,5,21,0,22,11,38,5,28,34,63,0,16,16,31,0,22,3,31,3,21,0,24,0,8,3,8,10,135,66,214
ILOC40100102,0,13,3,20,0,12,0,12,0,14,0,17,5,10,0,17,3,12,0,9,0,10,3,15,0,6,0,7,12,73,7,92,0,14,6,19,0,7,0,7,0,12,0,8,0,9,0,12,3,15,4,16,0,11,3,19,0,7,0,8,8,66,10,86,0,25,8,38,0,18,0,18,0,29,0,29,3,24,0,27,3,20,0,30,4,22,3,27,0,9,0,11,19,144,18,179
ILOC40100201,0,10,0,10,0,10,0,10,0,10,0,11,0,0,0,3,0,8,3,15,3,9,0,15,0,6,0,6,11,54,3,70,0,8,3,10,3,3,0,3,0,11,0,7,0,7,0,6,0,16,3,16,0,3,0,8,0,0,0,6,10,43,8,56,0,15,3,18,3,7,0,15,0,17,0,18,0,10,0,15,3,22,3,33,3,19,0,23,0,9,0,7,14,99,11,125
ILOC40100202,3,9,3,22,3,12,0,13,0,13,0,16,3,18,0,20,3,9,0,7,5,10,0,13,0,3,0,5,18,77,11,106,3,11,4,22,0,12,0,14,4,18,0,21,8,12,0,23,3,12,0,15,0,11,0,9,3,3,0,7,23,86,9,112,8,25,9,42,4,30,0,33,3,33,0,38,8,30,0,39,3,20,0,25,11,16,0,28,3,9,3,12,41,157,18,214
ILOC40100301,0,30,4,30,0,29,0,31,3,28,3,35,3,23,0,24,0,25,0,28,4,22,0,29,3,16,0,26,18,172,10,198,3,34,5,43,3,12,0,19,4,23,3,35,9,30,0,35,3,24,0,28,4,11,0,14,4,10,3,13,32,145,8,187,6,67,8,76,6,45,0,53,6,54,4,66,12,51,3,63,3,47,0,50,7,30,0,38,3,27,3,37,49,319,20,389
ILOC40100401,0,10,3,11,0,3,0,4,0,9,0,11,7,3,3,14,4,10,0,14,0,5,0,5,0,3,0,8,18,39,10,63,0,15,3,16,0,3,0,9,3,4,0,8,8,13,0,15,4,8,0,10,3,14,0,15,0,4,0,5,18,56,6,79,0,22,6,27,0,10,0,8,3,7,0,15,11,16,3,31,7,21,0,27,3,19,0,23,0,9,3,10,32,95,12,144
ILOC40100402,0,16,0,19,0,6,0,6,3,15,0,13,0,9,5,18,6,17,3,18,0,11,0,15,0,9,0,7,10,74,9,96,0,11,0,8,0,11,0,11,3,19,0,19,4,10,0,16,0,18,0,18,3,7,3,12,0,5,0,9,13,71,3,86,0,25,0,24,0,16,0,13,6,27,0,40,8,26,5,31,3,28,3,34,4,15,5,24,4,11,0,18,27,147,17,189
ILOC40100501,0,25,4,29,0,15,3,18,0,16,0,18,0,18,0,18,8,8,0,11,0,3,0,4,0,4,0,7,9,90,7,107,3,21,0,21,3,13,0,19,3,15,0,21,0,23,3,23,6,18,0,18,0,12,0,15,4,8,0,12,18,101,5,126,3,42,3,52,5,24,3,31,7,30,0,39,0,40,3,46,10,20,0,32,0,17,0,17,4,13,3,19,30,189,13,233
ILOC40100502,0,6,0,6,0,6,0,10,0,15,0,18,0,9,0,5,0,6,0,13,0,3,0,6,0,6,0,6,4,62,3,68,4,11,0,16,0,10,0,11,3,12,0,14,0,7,0,6,6,9,0,12,0,11,0,14,0,0,3,4,15,64,12,85,4,19,0,25,4,15,0,23,3,30,0,36,0,13,0,14,6,20,0,25,3,16,0,20,0,9,3,12,20,124,10,157
ILOC40100601,4,14,0,15,4,9,3,18,3,20,0,25,0,14,0,14,0,10,0,12,3,9,0,17,0,3,3,6,11,82,10,103,0,25,0,24,3,13,0,16,0,27,0,34,6,16,0,22,4,17,0,21,6,8,0,17,3,4,0,8,25,112,10,144,3,33,0,41,6,25,3,32,3,53,0,59,4,31,3,37,5,23,0,33,5,18,0,27,3,7,7,15,38,200,19,248
ILOC40100602,0,13,0,11,0,7,0,14,0,17,0,19,0,13,0,20,4,9,0,14,0,4,0,10,0,4,0,4,6,71,3,85,0,7,3,12,0,14,0,14,3,13,0,22,4,15,0,22,4,11,0,19,4,11,7,20,0,5,0,3,12,81,9,102,0,19,3,27,0,21,0,24,7,29,3,38,6,31,0,36,3,19,0,29,4,18,7,23,0,12,0,12,21,152,12,192
ILOC40100603,3,15,0,23,0,11,0,14,0,25,0,27,4,15,0,20,4,21,0,21,0,18,3,16,0,3,0,3,14,103,6,125,0,22,3,22,0,10,0,9,9,29,0,42,6,15,0,19,4,14,0,19,3,10,0,14,3,11,0,11,20,110,14,141,3,34,4,41,0,18,4,22,13,57,3,67,5,31,3,39,3,41,0,46,3,23,3,27,7,14,0,17,31,214,19,265
ILOC40100604,0,30,7,35,0,38,0,41,0,33,0,35,0,27,3,35,3,16,0,24,3,13,4,24,0,8,0,7,7,176,13,193,0,25,0,31,4,19,3,26,4,25,3,29,3,28,0,33,10,27,3,39,6,20,0,28,4,11,0,14,32,159,12,201,0,60,4,70,3,61,3,62,7,57,4,68,4,58,3,63,14,41,7,58,6,34,4,50,7,24,0,30,35,332,24,393
ILOC40100701,0,32,4,35,0,21,3,22,9,31,3,40,5,28,0,32,5,23,4,38,3,28,0,27,0,22,3,21,29,176,17,225,0,36,0,37,4,20,4,23,3,35,0,35,9,37,0,45,18,37,0,48,6,17,3,27,0,15,0,21,42,190,8,241,4,65,4,79,6,40,6,47,12,60,3,75,14,59,3,76,23,53,3,83,8,46,3,56,0,35,7,41,72,370,28,466
ILOC40100801,4,20,3,24,0,8,0,10,0,12,0,16,0,10,0,16,0,18,0,20,0,6,0,8,0,4,0,6,13,90,6,103,3,21,3,22,3,27,3,27,5,25,0,28,6,14,0,23,11,12,3,19,0,17,0,15,0,11,4,18,24,113,13,152,8,43,3,50,4,37,3,42,9,32,0,45,6,28,0,35,11,28,3,41,0,23,3,25,4,14,3,24,36,209,18,262
ILOC40100901,0,12,0,11,0,5,0,5,4,22,0,27,3,10,0,11,5,10,0,13,0,16,0,16,0,0,0,4,10,76,3,87,0,12,0,15,3,14,0,17,3,15,0,15,8,14,0,20,3,16,0,16,3,13,0,17,0,3,0,7,16,85,0,102,3,28,0,27,3,18,0,24,7,29,0,40,6,18,0,28,5,28,0,33,3,28,0,29,0,8,0,12,25,153,6,190
ILOC40100902,3,27,3,35,3,23,0,25,5,39,3,49,0,32,0,31,3,25,3,34,3,19,0,19,0,6,0,10,20,174,13,206,4,35,0,39,0,24,0,25,10,41,0,48,5,23,0,28,9,23,4,30,6,11,0,12,3,15,4,21,34,166,13,208,4,64,3,70,5,51,3,55,15,74,4,99,5,55,3,62,15,48,3,60,5,27,0,36,4,23,4,26,53,339,17,409
ILOC40101001,0,8,6,13,0,10,0,9,3,7,0,9,0,10,0,9,3,7,0,10,3,4,0,11,0,3,0,8,12,44,9,65,0,12,0,11,0,13,0,15,4,10,0,11,3,12,3,20,4,8,0,14,3,3,0,5,3,3,0,5,14,66,8,84,0,16,4,28,4,20,0,20,10,14,0,22,3,21,3,29,4,13,0,23,3,8,0,15,3,11,3,17,25,108,10,152
ILOC40101002,3,8,0,11,0,8,3,6,0,4,5,15,0,10,5,15,5,13,3,17,0,13,0,12,0,3,5,5,9,59,19,85,0,7,3,13,0,3,0,3,9,5,0,16,4,10,0,12,0,3,0,3,0,3,0,3,0,3,3,5,17,33,9,59,3,13,4,19,0,6,3,14,5,15,5,32,6,19,6,28,3,14,3,19,0,17,0,16,0,5,6,8,19,93,30,143
ILOC40101101,0,35,4,40,3,28,0,30,6,29,0,35,3,15,0,22,5,21,4,29,3,15,0,20,3,10,0,9,21,146,8,177,0,27,3,29,3,13,0,17,6,32,0,44,7,16,0,22,10,28,0,38,4,16,0,21,0,13,3,15,33,143,12,187,3,57,7,68,5,41,0,50,15,64,0,75,6,30,3,46,13,47,4,65,8,26,0,36,0,17,4,29,58,288,25,366
ILOC40101102,4,15,0,18,0,13,0,10,4,14,0,16,3,12,0,9,4,15,0,21,0,10,0,11,0,4,0,9,14,85,3,102,0,18,0,18,0,23,0,23,0,25,0,29,7,16,0,18,3,15,0,17,6,9,0,13,0,8,0,6,21,100,0,123,7,29,0,34,0,34,0,31,7,40,0,49,7,26,0,34,7,32,3,40,9,19,0,22,0,13,0,16,32,184,10,227
ILOC40101103,0,12,0,13,0,9,0,15,3,9,0,14,3,7,0,11,0,8,0,8,4,10,0,12,0,5,0,5,14,60,0,69,0,10,0,10,3,11,0,14,0,14,0,14,5,8,0,10,3,3,0,5,4,3,0,8,0,3,0,4,10,47,0,57,0,18,0,22,3,18,0,20,3,20,0,26,4,10,0,20,3,10,0,15,6,13,0,18,0,5,0,9,24,107,0,127
ILOC40101201,5,44,5,56,5,32,15,51,9,40,29,83,3,32,14,53,8,33,16,51,4,24,0,32,0,14,5,23,29,230,87,346,4,46,5,50,0,32,0,34,10,53,3,64,13,31,3,49,5,32,3,44,6,28,0,33,0,19,0,29,39,241,19,306,11,91,11,107,3,63,20,87,16,99,31,145,17,69,17,100,16,65,20,97,5,50,4,65,5,37,5,54,72,473,113,654
ILOC40101301,0,5,0,5,0,3,0,3,0,0,0,3,3,3,0,3,0,7,0,4,0,4,0,3,0,3,0,3,4,23,0,28,0,0,0,0,0,0,0,0,3,3,0,11,3,10,0,7,0,4,0,3,0,0,3,9,0,3,0,3,12,22,3,34,0,5,0,5,0,3,0,3,4,3,0,10,4,10,0,14,3,7,0,8,0,3,3,11,0,6,0,6,15,39,5,62
ILOC40101302,0,8,0,8,0,8,0,8,0,4,3,10,0,10,0,10,10,12,0,19,3,7,0,13,0,8,0,10,12,47,3,64,0,6,0,6,0,4,0,6,0,6,0,6,4,9,0,9,3,7,0,10,0,10,0,12,3,3,0,6,10,46,3,58,0,15,0,15,0,12,0,13,3,14,3,19,4,10,0,15,13,19,3,28,3,13,0,22,3,9,3,10,25,95,8,124
ILOC40101303,0,3,0,3,0,0,0,3,4,10,0,9,0,0,0,0,0,7,0,7,4,0,3,7,0,0,0,0,3,21,3,31,0,7,3,7,0,3,0,4,3,12,0,10,4,3,0,6,0,3,0,3,3,0,0,3,0,0,0,0,11,28,4,42,0,11,3,15,0,3,0,6,3,19,0,27,4,0,3,8,0,5,0,9,3,4,3,12,0,0,0,0,15,49,10,70
ILOC40101401,6,55,3,68,8,46,4,51,10,61,7,82,10,49,5,60,3,35,5,39,3,23,5,37,3,18,3,23,43,297,29,361,7,65,3,74,3,51,0,56,14,78,0,91,13,75,9,99,11,34,3,48,11,37,0,47,0,21,9,25,68,354,24,446,17,120,10,147,11,93,8,113,25,137,7,171,24,125,12,159,16,70,9,95,15,58,5,79,7,36,7,55,112,648,57,812
ILOC40101402,0,20,0,23,0,22,0,25,4,29,4,36,3,21,0,27,5,17,0,22,0,9,0,9,0,8,0,7,17,127,11,156,0,26,7,30,3,29,3,35,7,26,0,39,4,24,0,31,3,15,0,19,3,16,0,20,0,4,0,11,26,142,13,179,0,49,5,54,4,54,5,61,17,60,3,72,10,44,0,55,7,32,3,43,3,24,0,30,0,16,3,15,45,264,25,334
ILOC40101403,3,44,3,54,0,24,3,33,0,17,0,23,0,27,3,27,7,18,3,33,4,8,0,11,0,10,3,14,22,156,12,194,0,40,0,37,0,32,0,39,5,37,3,44,9,30,0,34,11,25,0,37,5,11,0,15,0,14,3,12,26,189,10,220,3,79,7,92,3,59,3,64,7,58,4,67,9,56,3,67,13,42,3,63,6,18,0,27,0,22,4,33,45,342,27,412
